COD_MUNICIPIO_A,COD_MUNICIPIO_IBGE,MUNICIPIO_A,MUNICIPIO_IBGE,UF,CODE
8167,4208500,ITUPORANGA,Ituporanga,SC,42
8169,4208609,JABORÁ,Jaborá,SC,42
8171,4208708,JACINTO MACHADO,Jacinto Machado,SC,42
8173,4208807,JAGUARUNA,Jaguaruna,SC,42
8175,4208906,JARAGUÁ DO SUL,Jaraguá do Sul,SC,42
8177,4209003,JOAÇABA,Joaçaba,SC,42
8179,4209102,JOINVILLE,Joinville,SC,42
8181,4209201,LACERDÓPOLIS,Lacerdópolis,SC,42
8183,4209300,LAGES,Lages,SC,42
8185,4209409,LAGUNA,Laguna,SC,42
8187,4209508,LAURENTINO,Laurentino,SC,42
8189,4209607,LAURO MULLER,Lauro Müller,SC,42
8191,4209706,LEBON RÉGIS,Lebon Régis,SC,42
8193,4209805,LEOBERTO LEAL,Leoberto Leal,SC,42
8195,4209904,LONTRAS,Lontras,SC,42
8197,4210001,LUIZ ALVES,Luiz Alves,SC,42
8199,4210100,MAFRA,Mafra,SC,42
8201,4210209,MAJOR GERCINO,Major Gercino,SC,42
8203,4210308,MAJOR VIEIRA,Major Vieira,SC,42
8205,4210506,MARAVILHA,Maravilha,SC,42
8207,4210605,MASSARANDUBA,Massaranduba,SC,42
8209,4210704,MATOS COSTA,Matos Costa,SC,42
8211,4210803,MELEIRO,Meleiro,SC,42
8213,4210902,MODELO,Modelo,SC,42
8215,4211009,MONDAÍ,Mondaí,SC,42
8217,4211108,MONTE CASTELO,Monte Castelo,SC,42
8219,4211207,MORRO DA FUMAÇA,Morro da Fumaça,SC,42
8221,4211306,NAVEGANTES,Navegantes,SC,42
8223,4211405,NOVA ERECHIM,Nova Erechim,SC,42
8225,4211504,NOVA TRENTO,Nova Trento,SC,42
8227,4211603,NOVA VENEZA,Nova Veneza,SC,42
8229,4211702,ORLEANS,Orleans,SC,42
8231,4211801,OURO,Ouro,SC,42
8233,4211900,PALHOÇA,Palhoça,SC,42
8235,4212007,PALMA SOLA,Palma Sola,SC,42
8237,4212106,PALMITOS,Palmitos,SC,42
8239,4212205,PAPANDUVA,Papanduva,SC,42
8241,4212304,PAULO LOPES,Paulo Lopes,SC,42
8243,4212403,PEDRAS GRANDES,Pedras Grandes,SC,42
8245,4212502,PENHA,Penha,SC,42
8247,4212601,PERITIBA,Peritiba,SC,42
8249,4212700,PETROLÂNDIA,Petrolândia,SC,42
8251,4212809,BALNEÁRIO DE PIÇARRAS,Balneário Piçarras,SC,42
8253,4212908,PINHALZINHO,Pinhalzinho,SC,42
8255,4213005,PINHEIRO PRETO,Pinheiro Preto,SC,42
8257,4213104,PIRATUBA,Piratuba,SC,42
8259,4213203,POMERODE,Pomerode,SC,42
8261,4213302,PONTE ALTA,Ponte Alta,SC,42
8263,4213401,PONTE SERRADA,Ponte Serrada,SC,42
8265,4213500,PORTO BELO,Porto Belo,SC,42
8267,4213609,PORTO UNIÃO,Porto União,SC,42
8269,4213708,POUSO REDONDO,Pouso Redondo,SC,42
8271,4213807,PRAIA GRANDE,Praia Grande,SC,42
8273,4213906,PRESIDENTE CASTELLO BRANCO,Presidente Castello Branco,SC,42
8275,4214003,PRESIDENTE GETÚLIO,Presidente Getúlio,SC,42
8277,4214102,PRESIDENTE NEREU,Presidente Nereu,SC,42
8279,4214201,QUILOMBO,Quilombo,SC,42
8281,4214300,RANCHO QUEIMADO,Rancho Queimado,SC,42
8283,4214409,RIO DAS ANTAS,Rio das Antas,SC,42
8285,4214508,RIO DO CAMPO,Rio do Campo,SC,42
8287,4214607,RIO DO OESTE,Rio do Oeste,SC,42
8289,4214706,RIO DOS CEDROS,Rio dos Cedros,SC,42
8291,4214805,RIO DO SUL,Rio do Sul,SC,42
8293,4214904,RIO FORTUNA,Rio Fortuna,SC,42
8295,4215000,RIO NEGRINHO,Rio Negrinho,SC,42
8297,4215109,RODEIO,Rodeio,SC,42
8299,4215208,ROMELÂNDIA,Romelândia,SC,42
8301,4215307,SALETE,Salete,SC,42
8303,4215406,SALTO VELOSO,Salto Veloso,SC,42
8305,4215505,SANTA CECÍLIA,Santa Cecília,SC,42
8307,4215604,SANTA ROSA DE LIMA,Santa Rosa de Lima,SC,42
8309,4215703,SANTO AMARO DA IMPERATRIZ,Santo Amaro da Imperatriz,SC,42
8311,4215802,SÃO BENTO DO SUL,São Bento do Sul,SC,42
8313,4215901,SÃO BONIFÁCIO,São Bonifácio,SC,42
8315,4216008,SÃO CARLOS,São Carlos,SC,42
8317,4216107,SÃO DOMINGOS,São Domingos,SC,42
8319,4216206,SÃO FRANCISCO DO SUL,São Francisco do Sul,SC,42
8321,4216305,SÃO JOÃO BATISTA,São João Batista,SC,42
8323,4216404,SÃO JOÃO DO SUL,São João do Sul,SC,42
8325,4216503,SÃO JOAQUIM,São Joaquim,SC,42
8327,4216602,SÃO JOSÉ,São José,SC,42
8329,4216701,SÃO JOSÉ DO CEDRO,São José do Cedro,SC,42
8331,4216800,SÃO JOSÉ DO CERRITO,São José do Cerrito,SC,42
8333,4216909,São Lourenço do Oeste,São Lourenço do Oeste,SC,42
8335,4217006,SÃO LUDGERO,São Ludgero,SC,42
8337,4217105,SÃO MARTINHO,São Martinho,SC,42
8339,4217204,SÃO MIGUEL DO OESTE,São Miguel do Oeste,SC,42
8341,4217303,SAUDADES,Saudades,SC,42
8343,4217402,SCHROEDER,Schroeder,SC,42
8345,4217501,SEARA,Seara,SC,42
8347,4217600,SIDERÓPOLIS,Siderópolis,SC,42
8349,4217709,SOMBRIO,Sombrio,SC,42
8351,4217808,TAIÓ,Taió,SC,42
8353,4217907,TANGARÁ,Tangará,SC,42
8355,4218004,TIJUCAS,Tijucas,SC,42
8357,4218202,TIMBÓ,Timbó,SC,42
8359,4218301,TRÊS BARRAS,Três Barras,SC,42
8361,4218400,TREZE DE MAIO,Treze de Maio,SC,42
8363,4218509,TREZE TÍLIAS,Treze Tílias,SC,42
8365,4218608,TROMBUDO CENTRAL,Trombudo Central,SC,42
8367,4218707,TUBARÃO,Tubarão,SC,42
8369,4218806,TURVO,Turvo,SC,42
8371,4218905,URUBICI,Urubici,SC,42
8373,4219002,URUSSANGA,Urussanga,SC,42
8375,4219101,VARGEÃO,Vargeão,SC,42
8377,4219200,VIDAL RAMOS,Vidal Ramos,SC,42
8379,4219309,VIDEIRA,Videira,SC,42
8381,4219408,WITMARSUM,Witmarsum,SC,42
8383,4219507,XANXERÊ,Xanxerê,SC,42
8385,4219606,XAVANTINA,Xavantina,SC,42
8387,4219705,XAXIM,Xaxim,SC,42
8389,4202503,BOM JARDIM DA SERRA,Bom Jardim da Serra,SC,42
8391,4210407,MARACAJÁ,Maracajá,SC,42
8393,4218103,TIMBÉ DO SUL,Timbé do Sul,SC,42
8395,4204558,CORREIA PINTO,Correia Pinto,SC,42
8397,4211751,OTACÍLIO COSTA,Otacílio Costa,SC,42
1192,4220000,BALNEÁRIO RINCÃO,Balneário Rincão,SC,42
1194,4212650,PESCARIA BRAVA,Pescaria Brava,SC,42
9939,4200051,ABDON BATISTA,Abdon Batista,SC,42
9941,4201257,APIÚNA,Apiúna,SC,42
9943,4204152,CELSO RAMOS,Celso Ramos,SC,42
9945,4205159,DOUTOR PEDRINHO,Doutor Pedrinho,SC,42
9951,4207650,IPORÃ DO OESTE,Iporã do Oeste,SC,42
9953,4207759,IRACEMINHA,Iraceminha,SC,42
9957,4209151,JOSÉ BOITEUX,José Boiteux,SC,42
9961,4209854,LINDÓIA DO SUL,Lindóia do Sul,SC,42
9963,4210555,MAREMA,Marema,SC,42
9967,4215653,SANTA ROSA DO SUL,Santa Rosa do Sul,SC,42
9971,4218251,TIMBÓ GRANDE,Timbó Grande,SC,42
9973,4218855,UNIÃO DO OESTE,União do Oeste,SC,42
9975,4218954,URUPEMA,Urupema,SC,42
9977,4219358,VITOR MEIRELES,Vitor Meireles,SC,42
9985,4208450,ITAPOÁ,Itapoá,SC,42
9989,4217550,SERRA ALTA,Serra Alta,SC,42
9991,4218756,TUNÁPOLIS,Tunápolis,SC,42
2647,2806404,SANTANA DO SÃO FRANCISCO,Santana do São Francisco,SE,28
3101,2800100,AMPARO DE SÃO FRANCISCO,Amparo do São Francisco,SE,28
3103,2800209,AQUIDABÃ,Aquidabã,SE,28
3105,2800308,ARACAJU,Aracaju,SE,28
3107,2800407,ARAUÁ,Arauá,SE,28
3109,2800506,AREIA BRANCA,Areia Branca,SE,28
3111,2800605,BARRA DOS COQUEIROS,Barra dos Coqueiros,SE,28
3113,2800704,BREJO GRANDE,Brejo Grande,SE,28
3115,2800670,BOQUIM,Boquim,SE,28
3119,2801009,CAMPO DO BRITO,Campo do Brito,SE,28
3121,2801108,CANHOBA,Canhoba,SE,28
3123,2801207,CANINDÉ DE SÃO FRANCISCO,Canindé de São Francisco,SE,28
3125,2801306,CAPELA,Capela,SE,28
3127,2801405,CARIRA,Carira,SE,28
3129,2801504,CARMÓPOLIS,Carmópolis,SE,28
3131,2801603,CEDRO DE SÃO JOÃO,Cedro de São João,SE,28
3133,2801702,CRISTINÁPOLIS,Cristinápolis,SE,28
3135,2804458,NOSSA SENHORA APARECIDA,Nossa Senhora Aparecida,SE,28
3137,2801900,CUMBE,Cumbe,SE,28
3139,2802007,DIVINA PASTORA,Divina Pastora,SE,28
3141,2802106,ESTÂNCIA,Estância,SE,28
3143,2802205,FEIRA NOVA,Feira Nova,SE,28
3145,2802304,FREI PAULO,Frei Paulo,SE,28
3147,2802502,GENERAL MAYNARD,General Maynard,SE,28
3149,2802403,GARARU,Gararu,SE,28
3151,2802601,GRACCHO CARDOSO,Gracho Cardoso,SE,28
3153,2802700,ILHA DAS FLORES,Ilha das Flores,SE,28
3155,2802809,INDIAROBA,Indiaroba,SE,28
3157,2802908,ITABAIANA,Itabaiana,SE,28
3159,2803005,ITABAIANINHA,Itabaianinha,SE,28
3161,2803104,ITABI,Itabi,SE,28
3163,2803203,ITAPORANGA D'AJUDA,Itaporanga d'Ajuda,SE,28
3165,2803302,JAPARATUBA,Japaratuba,SE,28
3167,2803401,JAPOATÃ,Japoatã,SE,28
3169,2803500,LAGARTO,Lagarto,SE,28
3171,2803609,LARANJEIRAS,Laranjeiras,SE,28
3173,2803708,MACAMBIRA,Macambira,SE,28
3175,2803807,MALHADA DOS BOIS,Malhada dos Bois,SE,28
3177,2803906,MALHADOR,Malhador,SE,28
3179,2804003,MARUIM,Maruim,SE,28
3181,2804102,MOITA BONITA,Moita Bonita,SE,28
3183,2804201,MONTE ALEGRE DE SERGIPE,Monte Alegre de Sergipe,SE,28
3185,2804300,MURIBECA,Muribeca,SE,28
3187,2804409,NEÓPOLIS,Neópolis,SE,28
3189,2804508,NOSSA SENHORA DA GLÓRIA,Nossa Senhora da Glória,SE,28
3191,2804607,NOSSA SENHORA DAS DORES,Nossa Senhora das Dores,SE,28
3193,2804706,NOSSA SENHORA DE LOURDES,Nossa Senhora de Lourdes,SE,28
3195,2804805,NOSSA SENHORA DO SOCORRO,Nossa Senhora do Socorro,SE,28
3197,2804904,PACATUBA,Pacatuba,SE,28
3199,2805000,PEDRA MOLE,Pedra Mole,SE,28
3201,2805109,PEDRINHAS,Pedrinhas,SE,28
3203,2805208,PINHÃO,Pinhão,SE,28
3205,2805307,PIRAMBU,Pirambu,SE,28
3207,2805406,POÇO REDONDO,Poço Redondo,SE,28
3209,2805505,POÇO VERDE,Poço Verde,SE,28
3211,2805604,PORTO DA FOLHA,Porto da Folha,SE,28
3213,2805703,PROPRIÁ,Propriá,SE,28
3215,2805802,RIACHÃO DO DANTAS,Riachão do Dantas,SE,28
3217,2805901,RIACHUELO,Riachuelo,SE,28
3219,2806008,RIBEIRÓPOLIS,Ribeirópolis,SE,28
3221,2806107,ROSÁRIO DO CATETE,Rosário do Catete,SE,28
3223,2806206,SALGADO,Salgado,SE,28
3225,2806305,SANTA LUZIA DO ITANHY,Santa Luzia do Itanhy,SE,28
3229,2806503,SANTA ROSA DE LIMA,Santa Rosa de Lima,SE,28
3231,2806602,SANTO AMARO DAS BROTAS,Santo Amaro das Brotas,SE,28
3233,2806701,SÃO CRISTÓVÃO,São Cristóvão,SE,28
3235,2806800,SÃO DOMINGOS,São Domingos,SE,28
3237,2806909,SÃO FRANCISCO,São Francisco,SE,28
3239,2807006,SÃO MIGUEL DO ALEIXO,São Miguel do Aleixo,SE,28
3241,2807105,SIMÃO DIAS,Simão Dias,SE,28
3243,2807204,SIRIRI,Siriri,SE,28
3245,2807303,TELHA,Telha,SE,28
3247,2807402,TOBIAS BARRETO,Tobias Barreto,SE,28
3249,2807501,TOMAR DO GERU,Tomar do Geru,SE,28
3251,2807600,UMBAÚBA,Umbaúba,SE,35
790,3503356,ARCO-ÍRIS,Arco-Íris,SP,35
792,3507753,BREJO ALEGRE,Brejo Alegre,SP,35
794,3509957,CANAS,Canas,SP,35
796,3515657,FERNÃO,Fernão,SP,35
798,3516853,GAVIÃO PEIXOTO,Gavião Peixoto,SP,35
800,3521150,IPIGUÁ,Ipiguá,SP,35
802,3525854,JUMIRIM,Jumirim,SP,35
804,3532157,NANTES,Nantes,SP,35
806,3532868,NOVA CASTILHO,Nova Castilho,SP,35
808,3534757,OUROESTE,Ouroeste,SP,35
810,3536570,PAULISTÂNIA,Paulistânia,SP,35
812,3540853,PRACINHA,Pracinha,SP,35
814,3541059,PRATÂNIA,Pratânia,SP,35
816,3541653,QUADRA,Quadra,SP,35
818,3543238,RIBEIRÃO DOS ÍNDIOS,Ribeirão dos Índios,SP,35
820,3546256,SANTA CRUZ DA ESPERANÇA,Santa Cruz da Esperança,SP,35
822,3547650,SANTA SALETE,Santa Salete,SP,35
824,3553658,TAQUARAL,Taquaral,SP,35
826,3554755,TRABIJU,Trabiju,SP,35
828,3556958,VITÓRIA BRASIL,Vitória Brasil,SP,35
2937,3527256,LOURDES,Lourdes,SP,35
2939,3548054,SANTO ANTÔNIO DO ARACANGUÁ,Santo Antônio do Aracanguá,SP,35
2941,3549250,SÃO JOÃO DE IRACEMA,São João de Iracema,SP,35
2943,3520442,ILHA SOLTEIRA,Ilha Solteira,SP,35
2945,3552551,SUZANÁPOLIS,Suzanápolis,SP,35
2947,3510153,CANITAR,Canitar,SP,35
2949,3515152,ENGENHEIRO COELHO,Engenheiro Coelho,SP,35
2951,3519071,HORTOLÂNDIA,Hortolândia,SP,35
2953,3519055,HOLAMBRA,Holambra,SP,35
2955,3554953,TUIUTI,Tuiuti,SP,35
2957,3556354,VARGEM,Vargem,SP,35
2959,3557303,ESTIVA GERBI,Estiva Gerbi,SP,35
2961,3515129,EMILIANÓPOLIS,Emilianópolis,SP,35
2963,3537156,PEDRINHAS PAULISTA,Pedrinhas Paulista,SP,35
2965,3506359,BERTIOGA,Bertioga,SP,35
2967,3509254,CAJATI,Cajati,SP,35
2969,3520426,ILHA COMPRIDA,Ilha Comprida,SP,35
2971,3555356,UBARANA,Ubarana,SP,35
2973,3557154,ZACARIAS,Zacarias,SP,35
2975,3514924,ELISIÁRIO,Elisiário,SP,35
2977,3528858,MARAPOAMA,Marapoama,SP,35
2979,3533254,NOVAIS,Novais,SP,35
2981,3503950,ASPÁSIA,Aspásia,SP,35
2983,3529658,MESÓPOLIS,Mesópolis,SP,35
2985,3532843,NOVA CANAÃ PAULISTA,Nova Canaã Paulista,SP,35
2987,3540259,PONTALINDA,Pontalinda,SP,35
2989,3536257,PARISI,Parisi,SP,35
2991,3503158,ARAPEÍ,Arapeí,SP,35
2993,3540754,POTIM,Potim,SP,35
2995,3500758,ALAMBARI,Alambari,SP,35
2997,3505351,BARRA DO CHAPÉU,Barra do Chapéu,SP,35
2999,3509452,CAMPINA DO MONTE ALEGRE,Campina do Monte Alegre,SP,35
3053,3522158,ITAÓCA,Itaoca,SP,35
3055,3522653,ITAPIRAPUÃ PAULISTA,Itapirapuã Paulista,SP,35
3057,3543253,RIBEIRÃO GRANDE,Ribeirão Grande,SP,35
3059,3507159,BOM SUCESSO DE ITARARÉ,Bom Sucesso de Itararé,SP,35
3061,3532827,NOVA CAMPINA,Nova Campina,SP,35
3063,3553856,TAQUARIVAÍ,Taquarivaí,SP,35
3065,3501152,ALUMÍNIO,Alumínio,SP,35
3067,3502754,ARAÇARIGUAMA,Araçariguama,SP,35
3227,3554656,TORRE DE PEDRA,Torre de Pedra,SP,35
5445,3545159,SALTINHO,Saltinho,SP,35
5447,3549953,SÃO LOURENÇO DA SERRA,São Lourenço da Serra,SP,35
6101,3500105,ADAMANTINA,Adamantina,SP,35
6103,3500204,ADOLFO,Adolfo,SP,35
6105,3500303,AGUAÍ,Aguaí,SP,35
6107,3500402,ÁGUAS DA PRATA,Águas da Prata,SP,35
6109,3500501,ÁGUAS DE LINDÓIA,Águas de Lindóia,SP,35
6111,3500600,ÁGUAS DE SÃO PEDRO,Águas de São Pedro,SP,35
6113,3500709,AGUDOS,Agudos,SP,35
6115,3500808,ALFREDO MARCONDES,Alfredo Marcondes,SP,35
6117,3500907,ALTAIR,Altair,SP,35
6119,3501004,ALTINÓPOLIS,Altinópolis,SP,35
6121,3501103,ALTO ALEGRE,Alto Alegre,SP,35
6123,3501202,ÁLVARES FLORENCE,Álvares Florence,SP,35
6125,3501301,ÁLVARES MACHADO,Álvares Machado,SP,35
6127,3501400,ÁLVARO DE CARVALHO,Álvaro de Carvalho,SP,35
6129,3501509,ALVINLÂNDIA,Alvinlândia,SP,35
6131,3501608,AMERICANA,Americana,SP,35
6133,3501707,AMÉRICO BRASILIENSE,Américo Brasiliense,SP,35
6135,3501806,AMÉRICO DE CAMPOS,Américo de Campos,SP,35
6137,3501905,AMPARO,Amparo,SP,35
6139,3502002,ANALÂNDIA,Analândia,SP,35
6141,3502101,ANDRADINA,Andradina,SP,35
6143,3502200,ANGATUBA,Angatuba,SP,35
6145,3502309,ANHEMBI,Anhembi,SP,35
6147,3502408,ANHUMAS,Anhumas,SP,35
6149,3502507,APARECIDA,Aparecida,SP,35
6151,3502606,APARECIDA D'OESTE,Aparecida d'Oeste,SP,35
6153,3502705,APIAÍ,Apiaí,SP,35
6155,3502804,ARAÇATUBA,Araçatuba,SP,35
6157,3502903,ARAÇOIABA DA SERRA,Araçoiaba da Serra,SP,35
6159,3503000,ARAMINA,Aramina,SP,35
6161,3503109,ARANDU,Arandu,SP,35
6163,3503208,ARARAQUARA,Araraquara,SP,35
6165,3503307,ARARAS,Araras,SP,35
6167,3503406,AREALVA,Arealva,SP,35
6169,3503505,AREIAS,Areias,SP,35
6171,3503604,AREIÓPOLIS,Areiópolis,SP,35
6173,3503703,ARIRANHA,Ariranha,SP,35
6175,3503802,ARTUR NOGUEIRA,Artur Nogueira,SP,35
6177,3503901,ARUJÁ,Arujá,SP,35
6179,3504008,ASSIS,Assis,SP,35
6181,3504107,ATIBAIA,Atibaia,SP,35
6183,3504206,AURIFLAMA,Auriflama,SP,35
6185,3504305,AVAÍ,Avaí,SP,35
6187,3504404,AVANHANDAVA,Avanhandava,SP,35
6189,3504503,AVARÉ,Avaré,SP,35
6191,3504602,BADY BASSITT,Bady Bassitt,SP,35
6193,3504701,BALBINOS,Balbinos,SP,35
6195,3504800,BÁLSAMO,Bálsamo,SP,35
6197,3504909,BANANAL,Bananal,SP,35
6199,3505104,BARBOSA,Barbosa,SP,35
6201,3505005,BARÃO DE ANTONINA,Barão de Antonina,SP,35
6203,3505203,BARIRI,Bariri,SP,35
6205,3505302,BARRA BONITA,Barra Bonita,SP,35
6207,3505401,BARRA DO TURVO,Barra do Turvo,SP,35
6209,3505500,BARRETOS,Barretos,SP,35
6211,3505609,BARRINHA,Barrinha,SP,35
6213,3505708,BARUERI,Barueri,SP,35
6215,3505807,BASTOS,Bastos,SP,35
6217,3505906,BATATAIS,Batatais,SP,35
6219,3506003,BAURU,Bauru,SP,35
6221,3506102,BEBEDOURO,Bebedouro,SP,35
6223,3506201,BENTO DE ABREU,Bento de Abreu,SP,35
6225,3506300,BERNARDINO DE CAMPOS,Bernardino de Campos,SP,35
6227,3506409,BILAC,Bilac,SP,35
6229,3506508,BIRIGUI,Birigui,SP,35
6231,3506607,BIRITIBA-MIRIM,Biritiba Mirim,SP,35
6233,3506706,BOA ESPERANÇA DO SUL,Boa Esperança do Sul,SP,35
6235,3506805,BOCAINA,Bocaina,SP,35
6237,3506904,BOFETE,Bofete,SP,35
6239,3507001,BOITUVA,Boituva,SP,35
6241,3507100,BOM JESUS DOS PERDÕES,Bom Jesus dos Perdões,SP,35
6243,3507209,BORÁ,Borá,SP,35
6245,3507308,BORACÉIA,Boracéia,SP,35
6247,3507407,BORBOREMA,Borborema,SP,35
6249,3507506,BOTUCATU,Botucatu,SP,35
6251,3507605,BRAGANÇA PAULISTA,Bragança Paulista,SP,35
6255,3507704,BRAÚNA,Braúna,SP,35
6257,3507803,BRODOWSKI,Brodowski,SP,35
6259,3507902,BROTAS,Brotas,SP,35
6261,3508009,BURI,Buri,SP,35
6263,3508108,BURITAMA,Buritama,SP,35
6265,3508207,BURITIZAL,Buritizal,SP,35
6267,3508306,CABRÁLIA PAULISTA,Cabrália Paulista,SP,35
6269,3508405,CABREÚVA,Cabreúva,SP,35
6271,3508504,CAÇAPAVA,Caçapava,SP,35
6273,3508603,CACHOEIRA PAULISTA,Cachoeira Paulista,SP,35
6275,3508702,CACONDE,Caconde,SP,35
6277,3508801,CAFELÂNDIA,Cafelândia,SP,35
6279,3508900,CAIABU,Caiabu,SP,35
6281,3509007,CAIEIRAS,Caieiras,SP,35
6283,3509106,CAIUÁ,Caiuá,SP,35
6285,3509205,CAJAMAR,Cajamar,SP,35
6287,3509304,CAJOBI,Cajobi,SP,35
6289,3509403,CAJURU,Cajuru,SP,35
6291,3509502,CAMPINAS,Campinas,SP,35
6293,3509601,CAMPO LIMPO PAULISTA,Campo Limpo Paulista,SP,35
6295,3509700,CAMPOS DO JORDÃO,Campos do Jordão,SP,35
6297,3509809,CAMPOS NOVOS PAULISTA,Campos Novos Paulista,SP,35
6299,3509908,CANANÉIA,Cananéia,SP,35
6301,3510005,CÂNDIDO MOTA,Cândido Mota,SP,35
6303,3510104,CÂNDIDO RODRIGUES,Cândido Rodrigues,SP,35
6305,3510203,CAPÃO BONITO,Capão Bonito,SP,35
6307,3510302,CAPELA DO ALTO,Capela do Alto,SP,35
6309,3510401,CAPIVARI,Capivari,SP,35
6311,3510500,CARAGUATATUBA,Caraguatatuba,SP,35
6313,3510609,CARAPICUÍBA,Carapicuíba,SP,35
6315,3510708,CARDOSO,Cardoso,SP,35
6317,3510807,CASA BRANCA,Casa Branca,SP,35
6319,3510906,CÁSSIA DOS COQUEIROS,Cássia dos Coqueiros,SP,35
6321,3511003,CASTILHO,Castilho,SP,35
6323,3511102,CATANDUVA,Catanduva,SP,35
6325,3511201,CATIGUÁ,Catiguá,SP,35
6327,3511300,CEDRAL,Cedral,SP,35
6329,3511409,CERQUEIRA CÉSAR,Cerqueira César,SP,35
6331,3511508,CERQUILHO,Cerquilho,SP,35
6333,3511607,CESÁRIO LANGE,Cesário Lange,SP,35
6335,3511706,CHARQUEADA,Charqueada,SP,35
6337,3557204,CHAVANTES,Chavantes,SP,35
6339,3511904,CLEMENTINA,Clementina,SP,35
6341,3512001,COLINA,Colina,SP,35
6343,3512100,COLÔMBIA,Colômbia,SP,35
6345,3512209,CONCHAL,Conchal,SP,35
6347,3512308,CONCHAS,Conchas,SP,35
6349,3512407,CORDEIRÓPOLIS,Cordeirópolis,SP,35
6351,3512506,COROADOS,Coroados,SP,35
6353,3512605,CORONEL MACEDO,Coronel Macedo,SP,35
6355,3512704,CORUMBATAÍ,Corumbataí,SP,35
6357,3512803,COSMÓPOLIS,Cosmópolis,SP,35
6359,3512902,COSMORAMA,Cosmorama,SP,35
6361,3513009,COTIA,Cotia,SP,35
6363,3513108,CRAVINHOS,Cravinhos,SP,35
6365,3513207,CRISTAIS PAULISTA,Cristais Paulista,SP,35
6367,3513306,CRUZÁLIA,Cruzália,SP,35
6369,3513405,CRUZEIRO,Cruzeiro,SP,35
6371,3513504,CUBATÃO,Cubatão,SP,35
6373,3513603,CUNHA,Cunha,SP,35
6375,3513702,DESCALVADO,Descalvado,SP,35
6377,3513801,DIADEMA,Diadema,SP,35
6379,3513900,DIVINOLÂNDIA,Divinolândia,SP,35
6381,3514007,DOBRADA,Dobrada,SP,35
6383,3514106,DOIS CÓRREGOS,Dois Córregos,SP,35
6385,3514205,DOLCINÓPOLIS,Dolcinópolis,SP,35
6387,3514304,DOURADO,Dourado,SP,35
6389,3514403,DRACENA,Dracena,SP,35
6391,3514502,DUARTINA,Duartina,SP,35
6393,3514601,DUMONT,Dumont,SP,35
6395,3514700,ECHAPORÃ,Echaporã,SP,35
6397,3514809,ELDORADO,Eldorado,SP,35
6399,3514908,ELIAS FAUSTO,Elias Fausto,SP,35
6401,3515004,EMBU DAS ARTES,Embu das Artes,SP,35
6403,3515103,EMBU-GUAÇU,Embu-Guaçu,SP,35
6405,3515202,ESTRELA D'OESTE,Estrela d'Oeste,SP,35
6407,3515301,ESTRELA DO NORTE,Estrela do Norte,SP,35
6409,3515400,FARTURA,Fartura,SP,35
6411,3515509,FERNANDÓPOLIS,Fernandópolis,SP,35
6413,3515608,FERNANDO PRESTES,Fernando Prestes,SP,35
6415,3515707,FERRAZ DE VASCONCELOS,Ferraz de Vasconcelos,SP,35
6417,3515806,FLORA RICA,Flora Rica,SP,35
6419,3515905,FLOREAL,Floreal,SP,35
6421,3516002,FLÓRIDA PAULISTA,Flórida Paulista,SP,35
6423,3516101,FLORÍNEA,Florínea,SP,35
6425,3516200,FRANCA,Franca,SP,35
6427,3516309,FRANCISCO MORATO,Francisco Morato,SP,35
6429,3516408,FRANCO DA ROCHA,Franco da Rocha,SP,35
6431,3516507,GABRIEL MONTEIRO,Gabriel Monteiro,SP,35
6433,3516606,GÁLIA,Gália,SP,35
6435,3516705,GARÇA,Garça,SP,35
6437,3516804,GASTÃO VIDIGAL,Gastão Vidigal,SP,35
6439,3516903,GENERAL SALGADO,General Salgado,SP,35
6441,3517000,GETULINA,Getulina,SP,35
6443,3517109,GLICÉRIO,Glicério,SP,35
6445,3517208,GUAIÇARA,Guaiçara,SP,35
6447,3517307,GUAIMBÊ,Guaimbê,SP,35
6449,3517406,GUAÍRA,Guaíra,SP,35
6451,3517505,GUAPIAÇU,Guapiaçu,SP,35
6453,3517604,GUAPIARA,Guapiara,SP,35
6455,3517703,GUARÁ,Guará,SP,35
6457,3517802,GUARAÇAÍ,Guaraçaí,SP,35
6459,3517901,GUARACI,Guaraci,SP,35
6461,3518008,GUARANI D'OESTE,Guarani d'Oeste,SP,35
6463,3518107,GUARANTÃ,Guarantã,SP,35
6465,3518206,GUARARAPES,Guararapes,SP,35
6467,3518305,GUARAREMA,Guararema,SP,35
6469,3518404,GUARATINGUETÁ,Guaratinguetá,SP,35
6471,3518503,GUAREÍ,Guareí,SP,35
6473,3518602,GUARIBA,Guariba,SP,35
6475,3518701,GUARUJÁ,Guarujá,SP,35
6477,3518800,GUARULHOS,Guarulhos,SP,35
6479,3518909,GUZOLÂNDIA,Guzolândia,SP,35
6481,3519006,HERCULÂNDIA,Herculândia,SP,35
6483,3519105,IACANGA,Iacanga,SP,35
6485,3519204,IACRI,Iacri,SP,35
6487,3519303,IBATÉ,Ibaté,SP,35
6489,3519402,IBIRÁ,Ibirá,SP,35
6491,3519501,IBIRAREMA,Ibirarema,SP,35
6493,3519600,IBITINGA,Ibitinga,SP,35
6495,3519709,IBIÚNA,Ibiúna,SP,35
6497,3519808,ICÉM,Icém,SP,35
6499,3519907,IEPÊ,Iepê,SP,35
6501,3520004,IGARAÇU DO TIETÊ,Igaraçu do Tietê,SP,35
